label,message
jobfraud,Salary: ₹25,000 fixed + incentives. Just 2 hrs/day work 💰
jobfraud,Official government job partner. Trust and join now 🏛️
jobfraud,We only accept serious candidates. Payment confirms your interest.
jobfraud,Quick interview. Just fill this form and pay admin fee.
jobfraud,Your WhatsApp job code: WRK#8812 — Don’t share with others.
jobfraud,Our client needs virtual assistants urgently. Good payout 💻
jobfraud,Your profile fits. Send PAN card and passport photo.
jobfraud,Only 7 slots left. Secure your job today!
jobfraud,Part-time work from Instagram & WhatsApp. Training provided 📲
jobfraud,Project-based roles available. Setup fee applicable.
jobfraud,No need to visit office. Everything remote 💼✅
jobfraud,We help you work for foreign clients. Join global workforce 🌎
jobfraud,Hi sir/madam, pay processing fee and receive appointment letter.
jobfraud,You're selected for Amazon typing work. Start now!
jobfraud,Submit KYC docs for salary processing. Last date today 🕒
jobfraud,We need a few interns. Stipend starts at ₹8,000 💸
jobfraud,We don't take interviews, just complete signup and start.
jobfraud,Only serious people should apply. Fake applicants blocked.
jobfraud,Job location: work from your mobile. Earn ₹3k daily.
jobfraud,We trust talent. No degree required, just dedication.
jobfraud,Company onboarding starts after ₹299 training fee 📝
jobfraud,Don’t miss this chance to change your life 🌟
jobfraud,Provide account details to receive welcome bonus 🎁
jobfraud,Government ID mandatory to activate account 🔐
jobfraud,Send screenshot after GPay transfer to confirm spot 📸
jobfraud,Quick hiring drive! Talk to HR today on WhatsApp 📲
jobfraud,First payment due today to lock your spot.
jobfraud,Flexible hours. Earnings based on task completion.
jobfraud,Telegram group will be shared after payment is confirmed.
jobfraud,Start now, earn tonight! Guaranteed first payout 💷
jobfraud,No previous experience required. Just basic typing 🧾
jobfraud,You’ll receive PDF tasks daily. Easy income 📤
jobfraud,Welcome to our earning group. Introduce yourself after joining 🙋
jobfraud,This is not a scam. We’re real people trying to help.
jobfraud,Please respect company policy — no refunds.
jobfraud,Forward this message to 5 friends to get free access 📢
jobfraud,You can earn ₹5,000 within 24 hours. Ready to start?
jobfraud,Transfer ₹300 to confirm enrollment in premium plan.
jobfraud,Send OTP to verify your account setup 🔐📲
jobfraud,Welcome to TaskMaster India. Complete today’s 2 jobs and earn!
honeytrap,I want to be yours. Say you want me too 💍
honeytrap,Let’s keep our connection private... too many haters 😒
honeytrap,You're the calm in my chaos 🌧️❤️
honeytrap,I’m deleting my account. You’re all I need 📴
honeytrap,What if we met in real life? Would you still like me? 👣
honeytrap,Your words stay with me even after I sleep 🌃
honeytrap,You’re healing parts of me I didn’t know were broken 💔✨
honeytrap,Would you be okay if we took things slow but special? 🐢💕
honeytrap,You're the only one who makes me feel seen 👁️❤️
jobfraud,We’re hiring urgently. Pay registration fee and get same-day joining.
jobfraud,Don’t miss this opportunity—100+ vacancies left!
jobfraud,You’ll receive your offer letter after background verification.
jobfraud,This is a government-affiliated project. Limited intake.
jobfraud,You must complete KYC to begin your work-from-home role.
jobfraud,We only hire verified applicants. Upload your ID now.
jobfraud,Registration closes today! Secure your spot for ₹499.
jobfraud,We are processing your offer letter—please clear the admin fee.
jobfraud,Get your training materials by completing payment today.
jobfraud,Submit your basic details to receive job documents.
jobfraud,Don’t let this ₹50,000/month job slip away. Pay now!
jobfraud,This is an urgent work-from-home position—only serious applicants.
jobfraud,Apply via Google Form and transfer processing fee to confirm interest.
honeytrap,I know it’s fast, but I can’t help how I feel.
honeytrap,I’d do anything to meet you in person.
honeytrap,Please don’t share our chats with anyone.
honeytrap,You’re the only one who gets me.
honeytrap,I never knew someone could make me feel this way.
jobfraud,We have your resume on file.
jobfraud,No charges after joining!
jobfraud,Google Docs work paying ₹200/hour.
jobfraud,Only 3 positions left.
jobfraud,Join with ₹999 refundable deposit.
jobfraud,Start immediately from home.
jobfraud,Apply by today to reserve slot.
jobfraud,100% legit opportunity!  
honeytrap,"My last relationship was toxic, I hope you�re different ??  "
honeytrap,I trust you more than anyone I�ve met online ??  
honeytrap,You�re my reason to smile lately ??  
honeytrap,"I feel lonely a lot, but your messages make it better ??  "
honeytrap,You must be sent from heaven ??  
honeytrap,I can�t wait to meet you in person someday ??  
honeytrap,I feel butterflies every time your name pops up ??  
honeytrap,No one has ever made me feel like this before ??  
honeytrap,I love talking to you... you're different ??  
honeytrap,"I don't care about distance, love knows no boundaries ??  "
honeytrap,"I dreamt about you last night, it felt so real ??  "
honeytrap,You complete me in ways I didn�t know were missing ??  
honeytrap,You're the most respectful guy I�ve met on here ??  
honeytrap,You deserve someone who adores you. Maybe me? ??  
honeytrap,"I�m not here to play games, I want something real ??  "
honeytrap,I don�t usually trust people but with you it�s easy ??  
honeytrap,"I know we just met, but my heart says you're the one ??  "
honeytrap,I�ve deleted all other chats. I want to focus only on us ??  
honeytrap,I can�t wait to feel your arms around me one day ??  
honeytrap,My friends say I talk about you too much ??  
honeytrap,The way you understand me is everything ??  
honeytrap,No one has made me smile this much in ages ??  
honeytrap,You�re more than just a chat... you�re my comfort zone ??  
honeytrap,You�re the kind of guy I want to build a future with ??  
honeytrap,"I don't care if it's crazy, but I feel we're meant to be ??  "
honeytrap,Just promise you won�t hurt me like others ??  
honeytrap,Your eyes in that profile pic... I'm melting ??  
honeytrap,"If we keep talking like this, I might fall for you ??  "
honeytrap,I wish I could teleport to where you are right now ??  
honeytrap,"If loving you is wrong, I don�t want to be right ??  "
honeytrap,Every message from you makes my day better ??  
honeytrap,I can already picture us together ??  
honeytrap,"Even on bad days, talking to you makes everything better ??  "
honeytrap,I think fate brought us together ???  
honeytrap,"I�m not perfect, but I promise to give you my best ??  "
honeytrap,My heart skips a beat when I see your message ??  
honeytrap,I wish I could hug you through the screen ??  
honeytrap,Let's never lose this connection ??  
honeytrap,"I want to be your peace, your home ??  "
honeytrap,I keep checking if you�ve replied ??  
honeytrap,It�s crazy how much I care about you already ??  
honeytrap,Talking to you is the best part of my day ??  
ham,"Hey, what�s up? Long time no talk!"
ham,Are you coming to class tomorrow?
ham,Let�s meet at 5 near the mall.
ham,Don�t forget to bring your notes
ham,Happy birthday! Have a great day!
ham,Let�s catch up this weekend.
ham,Mom asked if you reached safely.
ham,I�ll call you after dinner.
ham,How�s the new job going?
ham,"Don�t worry, everything will be fine."
ham,"Got your message, will reply soon."
ham,Where are you now?
ham,"Just reached home, super tired!"
ham,Can you send me the PDF?
ham,Thanks for the help today!
ham,Will you join the call at 4?
ham,Let me know if you're free later.
ham,Can you please bring your laptop?
ham,"Meeting got cancelled, I�m heading home."
ham,Just submitted the assignment.
ham,I loved the food you made today.
ham,Please ping me when you're done.
ham,I�ll be late by 10 mins.
ham,Have a safe journey!
ham,"Good night, take care."
ham,Did you watch the match yesterday?
ham,Congrats on your promotion!
ham,I�m free after 6 pm.
ham,I�ll text you once I leave.
ham,We�ll plan a trip soon!
ham,Can you pick up milk?
ham,Let�s go for a walk later.
ham,Just saw your message now.
ham,I�ll explain everything tomorrow.
ham,She is not feeling well.
ham,Don�t forget to bring ID card.
ham,Check your email once.
ham,The meeting is shifted to 3 pm.
ham,"I�m in the cab, on my way."
ham,Shall we meet at CCD?
ham,What�s your weekend plan?
ham,Dad is coming tomorrow.
ham,It�s raining heavily here!
ham,All the best for your test!
ham,You did a great job today!
ham,Take medicine on time.Can you drop me at the station?
ham,I�ll update you later.
ham,Did you eat something?
ham,Miss you all!
spam,"Congratulations! You�ve won a ?10,000 gift voucher. Click here to claim."
spam,Get your FREE iPhone now! Limited time offer!
spam,Your account has been suspended. Click to verify.
spam,You�ve been selected for a cash prize. Call 1800-000-000 now!
spam,Win a car by answering just one question!
spam,You�ve won a trip to Maldives! Book now by replying YES.
spam,Urgent: Your ATM card is blocked. Call now to unblock.
spam,Claim your free Paytm cashback now!
spam,Free Netflix subscription for 6 months. Click here to activate.
spam,Recharge your number and get 50% cashback!
spam,Win Rs. 1 lakh daily! Visit www.winbig.com now!
spam,Loan approved! Call now for instant credit.
spam,"Your lucky number is selected! Win ?5,000."
spam,Free recharge offer! Send �RECHARGE� to 12345.
spam,Your KYC is pending. Complete now to avoid service block.
spam,Win a Samsung Galaxy S23 today. Click now!
spam,Your Amazon account has been compromised. Click to reset.
spam,Limited offer: Free petrol vouchers. Hurry!
spam,Hello customer! You�ve won a lottery. Contact urgently.
spam,Final warning: Your mobile will be blocked. Verify now.
spam,Participate in quiz & win exciting rewards!
spam,Best mutual fund schemes! Call 1800-111-222.
spam,"Work from home & earn ?50,000/month. Apply now"
spam,Flash sale on electronics. Visit our site now.
spam,Airtel users! Get free 2GB by dialing *121#
spam,New offer: Credit card with 0% interest. Apply today!
spam,You've got a pending cashback of ?500!
spam,Free laptop for students. Register now!
spam,Spin the wheel & win prizes instantly!
spam,20% off on medicines! Order now.
spam,You�ve been selected for a free insurance plan.
spam,Download this app and get ?100 Paytm cash!
spam,Claim your free Flipkart voucher here.
spam,Congratulations! You�ve reached VIP customer status.
spam,Instant loan ?1 Lakh @ 0% interest. Apply now!
spam,New banking rule: Confirm your PAN now!
spam,Refer and earn ?200 per friend.
spam,Get your credit report free. Just reply YES.
spam,Online casino bonus ?5000. Try your luck!
spam,Insurance alert! Your policy has matured.
spam,Your salary is credited. Click to check balance.
spam,Bonus unlocked! Play and win real money.
spam,Claim your education loan instantly!
spam,Amazon prime free for 1 year. Register now.
spam,Your OTP is 542786. Don�t share with anyone.
spam,Get 3X points on every swipe. Activate now!
spam,Collect your Diwali bonus. Click to redeem.
spam,You are eligible for pension benefits. Enroll today.
spam,Your number has been shortlisted for a lucky draw.
spam,You�ve been selected as a beta tester. Earn ?500 daily.
label,message
honeytrap,You�ve got the most charming smile I've ever seen ??  
honeytrap,I can�t stop thinking about you since we talked ??  
honeytrap,You�re the kind of man who deserves love and loyalty ??  
honeytrap,You make my heart race even through chat ??  
honeytrap,"I don�t know what it is, but I feel so connected to you  "
honeytrap,"Baby, are you free tonight? I want to talk to you ??  "
honeytrap,I’m glad we connected here.

